SKU,gramos/ml,nombre,categoria_general,categoria,precio,ingrediente_clave,país,url
30692,200.0,Champú Cabello Graso - Camomila,Cabello,Champú,7.9,Camomila,España,https://nala.es/products/aceite-cabello-champu-manzanilla
30702,200.0,Mascarilla capilar - Coco,Cabello,Mascarilla,8.9,Coco,España,https://nala.es/products/mascarilla-capilar-coco
30798,200.0,Mascarilla Capilar Voluminizante y Brillante - Argán y Espirulina,Cabello,Mascarilla,8.9,Argán,España,https://nala.es/products/mascarilla-capilar-voluminizadora-argan-spirulina
64285,75.0,"Tónico Capilar Fortificante y Estimulante del Crecimiento - Cafeína, Pimienta Negra y Extracto de 7 Plantas",Cabello,Tónico Capilar,8.9,Cafeína,España,https://nala.es/products/fortificante-estimulante-crecimiento-cabello-tonico-cafeina-pimienta-negra-7-plantas-extracto
64307,200.0,"Champú Púrpura Cabello Rubio - Extracto Absoluto de Violeta, Extracto de Algas, Extracto de Lima",Cabello,Champú,7.9,Extracto Absoluto de Violeta,España,https://nala.es/products/champu-rubio-purpura-violeta-extracto-absoluto-extracto-de-algas-extracto-limon
64287,200.0,"Acondicionador Púrpura Cabello Rubio - Aceite de Coco, Romero y Hierba Limón",Cabello,Acondicionador,8.9,Coco,España,https://nala.es/products/acondicionador-purpura-pelo-rubio-aceite-de-coco-rosemary-lemongrass
70438,200.0,Acondicionador Hidratante - Jojoba y Rosas,Cabello,Acondicionador,8.9,Jojoba,España,https://nala.es/products/acondicionador-hidratante-joba-rosas
64288,200.0,"Mascarilla Morada Cabello Rubio - Aceite de Coco, Aceite de Romero, Aceite de Hierba Limón",Cabello,Mascarilla,6.9,Coco,España,https://nala.es/products/purple-mask-blonde-hair-coconut-oil-rosemary-oil-lemongrass-oil
70454,58.0,Champú sólido para cabello graso - Lemongrass,Cabello,Champu Solido,7.9,Lemongrass,España,https://nala.es/products/solid-shampoo-oily-hair-lemongrass
64308,200.0,"Champú Hidratante Intensivo - 50% Miel, Rosas, Azahar",Cabello,Champú,9.9,Miel,España,https://nala.es/products/champu-hidratante-intensivo-50-miel-rosas-flores-de-naranja
70471,200.0,"Acondicionador Volumen y Brillo - Jojoba, Espirulina, Azahar",Cabello,Acondicionador,9.9,Jojoba,España,https://nala.es/products/acondicionador-volumen-y-brillo-joba-espirulina-rosa-naranja
74293,200.0,"Acondicionador Hidratante Intensivo - Almendra, Salvia, Vainilla, Miel",Cabello,Acondicionador,7.9,Vainilla,España,https://nala.es/products/acondicionador-hidratante-intensivo-almendra-salvia-vainilla-miel
64422,200.0,"Champú protector para Cabello Teñido - Extracto de Arroz, Alcachofa, Proteínas de Guisante, Avena, Maíz, Soja y Trigo",Cabello,Champú,9.9,Extracto de Arroz,España,https://nala.es/products/champu-protector-para-cabello-tenido-extracto-de-arroz-alcachofa-proteinas-de-guisante-avena-maiz-soja-y-trigo
64423,200.0,"Bálsamo protector para Cabello Teñido - Extracto de Arroz, Alcachofa, Proteínas de Guisante, Avena, Maíz, Soja y Trigo",Cabello,Acondicionador,9.9,Extracto de Arroz,España,https://nala.es/products/balsamo-protector-para-cabello-tenido-extracto-de-arroz-alcachofa-proteinas-de-guisante-avena-maiz-soja-y-trigo
2878,,Set de cuidado para cabello rubio Violeta,Cabello,Set Capilar,15.9,Otro,España,https://nala.es/products/set-de-cuidado-para-cabello-rubio-violeta
3099,,Set Tratamiento Cabello Rubio – Cuidado Completo,Cabello,Tratamiento Capilar,22.9,Otro,España,https://nala.es/products/set-tratamiento-cabello-rubio-cuidado-completo
3110,,Set Protector para Cabello Teñido,Cabello,Set Capilar,15.9,Otro,España,https://nala.es/products/set-protector-para-cabello-tenido
74295,55.0,"Tratamiento anticaspa para el cuero cabelludo - Aceite de menta silvestre, coco, cera",Cabello,Tratamiento Capilar,9.9,Menta,España,https://nala.es/products/tratamiento-anticaspa-descamacion-aceite-de-menta-silvestre-cera-de-coco
74296,200.0,"Tratamiento para el cuero cabelludo Healthy Roots - Menta silvestre, miel y agua de rosas",Cabello,Tratamiento Capilar,9.9,Menta,España,https://nala.es/products/tratamiento-saludable-para-las-raices-descamadas-agua-de-miel-rosa-salvaje
30714,50.0,Serum capilar - Aceite de Argán,Cabello,Aceite Capilar,10.9,Argán,España,https://nala.es/products/cabello-suero-argan-aceite
3111,,Set de Tratamiento para Cabello Teñido – Cuidado Completo,Cabello,Tratamiento Capilar,25.9,Otro,España,https://nala.es/products/set-de-tratamiento-para-cabello-tenido-cuidado-completo
30703,50.0,Cera para el cabello - Manteca de karité y cera de abeja,Cabello,Cera Capilar,7.9,Karité,España,https://nala.es/products/cera-para-el-pelo-ceite-bee-wax
30704,200.0,Spray para el cabello con sal marina - Grapefruit,Cabello,Spray Capilar,7.9,Grapefruit,España,https://nala.es/products/sal-marina-peluqueria-pomelo
70455,58.0,Champú sólido para cabellos dañados - Gardenia,Cabello,Champu Solido,7.9,Gardenia,España,https://nala.es/products/champu-solido-pelo-danado-gardenia
30700,200.0,Acondicionador Cabello Graso - Camomila,Cabello,Acondicionador,8.9,Camomila,España,https://nala.es/products/acondicionador-aceite-cabello-manzanilla
2403,,Set de tratamiento capilar - Cabello graso,Cabello,Tratamiento Capilar,12.9,Otro,España,https://nala.es/products/set-de-tratamiento-capilar-cabello-graso
74294,200.0,"Mascarilla de Tratamiento Capilar Hidratante Intensivo - Aceite de Almendras, Miel, Vainilla",Cabello,Tratamiento Capilar,8.9,Miel,España,https://nala.es/products/tratamiento-hidratante-intensivo-mascarilla-aceite-de-almendras-miel-vainilla
1989,,Set Tratamiento Cabello Seco - Hidratación Intensa,Cabello,Tratamiento Capilar,25.9,Otro,España,https://nala.es/products/set-tratamiento-cabello-seco-hidratacion-intensa
1999,,Set de tratamiento y peinado para cabello dañado - Hidratación intensa,Cabello,Tratamiento Capilar,42.9,Otro,España,https://nala.es/products/set-de-tratamiento-y-peinado-para-cabello-danado-hidratacion-intensa
64240,200.0,Champú Fortificante y Estimulante del Crecimiento - Cafeína - Pimienta Negra y extracto de 7 plantas,Cabello,Champú,9.9,Cafeína,España,https://nala.es/products/champu-fortificante-y-estimulante-del-crecimiento-cafeina-pimienta-negra-7-extractos-vegetales
70436,200.0,Champú Volumen y Brillo - Sal del Mar Muerto y Espirulina,Cabello,Champú,9.9,Sal del Mar,España,https://nala.es/products/champu-brillo-volumen-sal-muerta-espirulina
1649,,Set de Tratamiento Capilar para Cabello Fino - Volumen y Brillo,Cabello,Tratamiento Capilar,24.9,Otro,España,https://nala.es/products/set-de-tratamiento-capilar-para-cabello-fino-volumen-y-brillo
1663,,Set de tratamiento y peinado para el cabello - Volumen y brillo,Cabello,Tratamiento Capilar,39.9,Otro,España,https://nala.es/products/set-de-tratamiento-y-peinado-para-el-cabello-volumen-y-brillo
64821,200.0,Spray para el cabello con sal marina brillante - Naranja y piña,Cabello,Spray Capilar,9.9,Naranja,España,https://nala.es/products/shimmering-sea-salthair-spray-naranja-pina
2404,,Set de peluquería,Cabello,Set Capilar,22.9,Otro,España,https://nala.es/products/set-de-peluqueria
70456,58.0,Champú sólido para cuero cabelludo sensible - Fresa,Cabello,Champu Solido,7.9,Fresa,España,https://nala.es/products/champu-solido-sensible-cascara-fresa
64239,200.0,"Champú Rehab y Detox - Extracto de Ortiga, Almendras, Trigo",Cabello,Champú,8.9,Extracto de Ortiga,España,https://nala.es/products/rehab-detox-shampoo-extracto-de-ortiga-almendras-trigo
1650,,Set de Tratamiento Capilar - Revitalización e Hidratación,Cabello,Tratamiento Capilar,23.9,Otro,España,https://nala.es/products/set-de-tratamiento-capilar-revitalizacion-e-hidratacion
1664,,Set de tratamiento y peinado para el cabello - Revitalización e hidratación,Cabello,Tratamiento Capilar,39.9,Otro,España,https://nala.es/products/set-de-tratamiento-y-peinado-para-el-cabello-revitalizacion-e-hidratacion
30695,200.0,Champú Cabello Graso - Grapefruit,Cabello,Champú,8.9,Grapefruit,España,https://nala.es/products/aceite-cabello-champu-pomelo
3100,,Set Tratamiento Capilar Anticaída,Cabello,Tratamiento Capilar,15.9,Otro,España,https://nala.es/products/set-tratamiento-capilar-anticaida
35001,30.0,Sérum Hidratante para el Cabello – Aceite de Argán y Aceite de Oliva,Cabello,Aceite Capilar,9.9,Argán,España,https://nala.es/products/serum-hidratante-para-el-cabello-aceite-de-argan-y-aceite-de-oliva
64238,200.0,Champú anticaspa - Aceite de menta y extracto de salvia,Cabello,Champú,8.9,Menta,España,https://nala.es/products/champu-anticaspa-aceite-de-menta-extracto-de-salvia
2402,,Set de tratamiento para cabello y cuero cabelludo - Anticaspa,Cabello,Tratamiento Capilar,24.9,Otro,España,https://nala.es/products/set-de-tratamiento-para-cabello-y-cuero-cabelludo-anticaspa
1990,,Set de tratamiento capilar - Anticaspa,Cabello,Tratamiento Capilar,16.9,Otro,España,https://nala.es/products/set-de-tratamiento-capilar-anticaspa
35421,200.0,Exfoliante de Sal – Frutos Rojos & Bergamota,Corporal,Exfoliante Corporal,9.9,Frutos rojos,España,https://nala.es/products/exfoliante-sal-frutos-rojos-bergamota
35438,200.0,Exfoliante de Sal – Pimienta Rosa & Ámbar,Corporal,Exfoliante Corporal,9.9,Pimienta rosa,España,https://nala.es/products/exfoliante-sal-pimienta-rosa-ambar
35452,200.0,Exfoliante de Sal – Pera & Sandía,Corporal,Exfoliante Corporal,9.9,Pera y sandia,España,https://nala.es/products/exfoliante-sal-pera-sandia
35445,200.0,Exfoliante de Sal – Arándanos & Uvas,Corporal,Exfoliante Corporal,9.9,Uvas,España,https://nala.es/products/exfoliante-sal-arandanos-uvas
35537,125.0,Manteca Corporal - Pera & Sandía,Corporal,Manteca Corporal,9.9,Pera & Sandía,España,https://nala.es/products/manteca-corporal-pera-sandia
35520,125.0,Manteca Corporal - Arándanos & Uvas,Corporal,Manteca Corporal,9.9,Uvas,España,https://nala.es/products/manteca-corporal-arandanos-uvas
35513,125.0,Manteca Corporal - Pimienta Rosa & Ámbar,Corporal,Manteca Corporal,9.9,Pimienta Rosa & Ámbar,España,https://nala.es/products/manteca-corporal-pimienta-rosa-ambar
35506,125.0,Manteca Corporal - Frutos Rojos & Bergamota,Corporal,Manteca Corporal,9.9,Frutos Rojos & Bergamota,España,https://nala.es/products/manteca-corporal-frutos-rojos-bergamota
35285,100.0,Aceite Seco Corporal Luminoso - Piña & Sándalo,Corporal,Aceite Corporal,9.9,Piña,España,https://nala.es/products/aceite-seco-corporal-luminoso-pina-sandalo
35278,100.0,Aceite Seco Corporal Luminoso - Melocotón & Mango,Corporal,Aceite Corporal,9.9,Melocotón,España,https://nala.es/products/aceite-seco-corporal-luminoso-melocoton-mango
35261,100.0,Aceite Seco Corporal Luminoso - Fruta de la Pasión & Litchi,Corporal,Aceite Corporal,9.9,Fruta de la Pasión & Litchi,España,https://nala.es/products/aceite-seco-corporal-luminoso-fruta-de-la-pasion-litchi
35254,100.0,Aceite Seco Corporal Luminoso - Granita de Limón,Corporal,Aceite Corporal,7.9,Limón,España,https://nala.es/products/aceite-seco-corporal-luminoso-granita-de-limon
35247,150.0,Bruma para cuerpo y cabello - Piña & Sándalo,Corporal,Bruma Corporal,8.9,Piña,España,https://nala.es/products/bruma-para-cuerpo-y-cabello-pina-sandalo
35230,150.0,Bruma para cuerpo y cabello - Melocotón & Mango,Corporal,Bruma Corporal,8.9,Melocotón,España,https://nala.es/products/bruma-para-cuerpo-y-cabello-melocoton-mango
35223,150.0,Bruma para cuerpo y cabello - Fruta de la Pasión & Litchi,Corporal,Bruma Corporal,8.9,Fruta de la Pasión & Litchi,España,https://nala.es/products/bruma-para-cuerpo-y-cabello-fruta-de-la-pasion-litchi
35216,150.0,Bruma para cuerpo y cabello - Granita de Limón,Corporal,Bruma Corporal,6.9,Limón,España,https://nala.es/products/bruma-para-cuerpo-y-cabello-granita-de-limon
35209,150.0,Sorbete Corporal - Piña & Sándalo,Corporal,Sorbete Corporal,8.9,Piña,España,https://nala.es/products/sorbete-corporal-pina-sandalo
35193,150.0,Sorbete Corporal - Melocotón & Mango,Corporal,Sorbete Corporal,8.9,Melocotón,España,https://nala.es/products/sorbete-corporal-melocoton-mango
35186,150.0,Sorbete Corporal - Fruta de la Pasión & Litchi,Corporal,Sorbete Corporal,8.9,Fruta de la Pasión & Litchi,España,https://nala.es/products/sorbete-corporal-fruta-de-la-pasion-litchi
35179,150.0,Sorbete Corporal - Granita de Limón,Corporal,Sorbete Corporal,5.9,Limón,España,https://nala.es/products/sorbete-corporal-granita-de-limon
35100,55.0,Desodorante en crema - Melocotón & Mango,Corporal,Desodorante,5.9,Melocotón,España,https://nala.es/products/desodorante-en-crema-melocoton-mango
35117,55.0,Desodorante en crema - Piña & Sándalo,Corporal,Desodorante,4.9,Piña,España,https://nala.es/products/desodorante-en-crema-pina-sandalo
35124,55.0,Desodorante en crema - Fruta de la Pasión & Litchi,Corporal,Desodorante,5.9,Fruta de la Pasión & Litchi,España,https://nala.es/products/desodorante-en-crema-fruta-de-la-pasion-litchi
35094,55.0,Desodorante en crema - Granita Limón,Corporal,Desodorante,5.9,Limón,España,https://nala.es/products/desodorante-en-crema-granita-limon
35049,200.0,Exfoliante de Sal - Fruta de la Pasión & Litchi,Corporal,Exfoliante Corporal,9.9,Fruta de la Pasión & Litchi,España,https://nala.es/products/exfoliante-de-sal-fruta-de-la-pasion-litchi
35032,200.0,Exfoliante de CAFÉ - Piña & Sándalo,Corporal,Exfoliante Corporal,7.9,Café,España,https://nala.es/products/exfoliante-de-cafe-pina-sandalo
35025,200.0,Exfoliante de Sal - Melocotón & Mango,Corporal,Exfoliante Corporal,9.9,Melocotón,España,https://nala.es/products/exfoliante-de-sal-melocoton-mango
35018,200.0,Exfoliante de Sal - Granita Limón,Corporal,Exfoliante Corporal,9.9,Limón,España,https://nala.es/products/exfoliante-de-sal-granita-limon
64354,100.0,Spray Corporal Luminoso - Caramelo y Vainilla,Corporal,Spray corporal,7.5,Vainilla,España,https://nala.es/products/spray-corporal-luminoso-caramelo-y-vainilla
64499,150.0,"Spray protector solar SPF50 - Extracto de Zanahoria, Aloe Vera y Granada",Corporal,Spray corporal,16.9,Aloe,España,https://nala.es/products/spray-protector-solar-spf50-extracto-de-zanahoria-aloe-vera-y-granada
64498,150.0,"Spray protector solar SPF30 - Extracto de Zanahoria, Aloe Vera y Granada",Corporal,Spray corporal,15.9,Aloe,España,https://nala.es/products/spray-protector-solar-spf30-extracto-de-zanahoria-aloe-vera-y-granada
3016,,Pack de 4 Desodorantes Naturales en Barra – Fresco y Seguro,Corporal,Pack Desodorante,19.9,Otro,España,https://nala.es/products/pack-de-4-desodorantes-naturales-en-barra-fresco-y-seguro
64482,47.0,Desodorante Natural en Barra – Cereza,Corporal,Desodorante,5.9,Cereza,España,https://nala.es/products/desodorante-natural-en-barra-cereza
64481,47.0,Desodorante Natural en Barra – Naranja,Corporal,Desodorante,5.9,Naranja,España,https://nala.es/products/desodorante-natural-en-barra-naranja
64480,47.0,Desodorante Natural en Barra - Grapefruit,Corporal,Desodorante,5.9,Grapefruit,España,https://nala.es/products/desodorante-natural-en-barra-grapefruit
64479,47.0,Desodorante Natural en Barra – Manzanilla y Lavanda,Corporal,Desodorante,5.9,Manzanilla,España,https://nala.es/products/desodorante-natural-en-barra-manzanilla-y-lavanda
3084,,Pack de 4 Desodorantes Naturales – Fresh Start,Corporal,Pack Desodorante,19.9,Otro,España,https://nala.es/products/pack-de-4-desodorantes-naturales-fresh-start
3083,,Pack de 6 Desodorantes Naturales – Fresh Start,Corporal,Pack Desodorante,29.9,Otro,España,https://nala.es/products/pack-de-6-desodorantes-naturales-fresh-start
3086,,Pack de 4 Desodorantes Naturales – Sin Preocupaciones,Corporal,Pack Desodorante,19.9,Otro,España,https://nala.es/products/pack-de-4-desodorantes-naturales-sin-preocupaciones
3085,,Pack de 6 Desodorantes Naturales – Sin Preocupaciones,Corporal,Pack Desodorante,29.9,Otro,España,https://nala.es/products/pack-de-6-desodorantes-naturales-sin-preocupaciones
3088,,Pack de 4 Desodorantes Naturales - Protección y Confort,Corporal,Pack Desodorante,19.9,,España,https://nala.es/products/pack-de-4-desodorantes-naturales-proteccion-y-confort
3087,,Pack de 6 Desodorantes Naturales - Protección y Confort,Corporal,Pack Desodorante,29.9,,España,https://nala.es/products/pack-de-6-desodorantes-naturales-proteccion-y-confort
3090,,Pack de 4 Desodorantes Naturales - Fresh Mode ON,Corporal,Pack Desodorante,19.9,,España,https://nala.es/products/paquete-4-x-desodorantes-naturales-fresh-mode-on
3089,,Pack de 6 Desodorantes Naturales - Fresh Mode ON,Corporal,Pack Desodorante,29.9,Fresh Mode ON,España,https://nala.es/products/paquete-6-x-desodorantes-naturales-fresh-mode-on
3092,,Pack de 4 Desodorantes Naturales - Esencial,Corporal,Pack Desodorante,19.9,Esencial,España,https://nala.es/products/paquete-4-x-desodorantes-naturales-esencial
3091,,Pack de 6 Desodorantes Naturales - Esencial,Corporal,Pack Desodorante,29.9,Esencial,España,https://nala.es/products/paquete-6-x-desodorantes-naturales-esencial
3094,,Pack de 4 Desodorantes Naturales - Fresh Mix,Corporal,Pack Desodorante,19.9,Fresh Mix,España,https://nala.es/products/paquete-4-x-desodorantes-naturales-fresh-mix
3093,,Pack de 6 Desodorantes Naturales - Fresh Mix,Corporal,Pack Desodorante,29.9,Fresh Mix,España,https://nala.es/products/paquete-6-x-desodorantes-naturales-fresh-mix
64384,250.0,Gel de cuidado íntimo - Caléndula & Árbol de Té,Corporal,Gel intimo,6.9,Caléndula,España,https://nala.es/products/gel-de-cuidado-intimo-calendula-arbol-de-te
64383,250.0,Gel íntimo delicado - Arándanos rojos y Extracto de Corteza de Roble,Corporal,Gel intimo,7.9,Arándanos rojos ,España,https://nala.es/products/gel-intimo-delicado-arandanos-rojos-y-extracto-de-corteza-de-roble
64333,150.0,Bruma para el cuerpo y el cabello - Mango & Piña,Corporal,Bruma Corporal,8.9,Mango,España,https://nala.es/products/bruma-para-el-cuerpo-y-el-cabello-mango-pina
64487,150.0,Sorbete Corporal - Fresas,Corporal,Sorbete Corporal,8.9,Fresas,España,https://nala.es/products/sorbete-corporal-fresas
64483,200.0,Exfoliante de Sal - Vainilla,Corporal,Exfoliante Corporal,9.9,Vainilla,España,https://nala.es/products/exfoliante-de-sal-vainilla
